_eval_key,rating,title,text,actual,predicted,confidence,reason,emotion_llm,emotion_nrc,nrc_scores,error
110554,1,You delivered a gift card which is like cash to the wrong address.,"Gift cards are like cash and should be treated like cash so when you give it to someone that wasn't supposed to get it, it might be hard to track down the next day. So you should deliver the gift cards to the ACTUAL address it was delivered to. You just made some stranger a merry christmas while im sitting here writing this.",NEGATIVE,NEGATIVE,high,"The reviewer is clearly upset and frustrated that a gift card was delivered to the wrong address, emphasizing the loss and inconvenience.",anger,anticipation,"{'anger': 3, 'anticipation': 7, 'disgust': 0, 'fear': 4, 'joy': 7, 'sadness': 0, 'surprise': 3, 'trust': 3}",
110750,1,Even after a phone call never received the codes to use the cards,These were given out to our clients and they were not able to use the cards outside of Amazon. We asked for codes and never received them,NEGATIVE,NEGATIVE,high,The reviewer expresses clear frustration and dissatisfaction because the cards were unusable outside Amazon and the promised codes were never provided despite a phone call.,anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
104872,1,"I love Panera, however","I love Panera, however, I sent one of these to my granddaughter for Christmas and today she called to tell me that when she went to use it at college, she ended up paying for her food herself because the card didn't work and when she went on line to check the number, it, too, said $0 balance.  She had never used it. I have the other one I ordered then still here and was going to send it to her for her birthday. So, now I'll have to scratch off the PIN # and go online to check it BEFORE I can send it.  That will make it less than a brand new card for her to open and use on her birthday IF it IS a good card.  Not sure what to do now that the other one doesn't work and I paid $25 for it!  Who do I call?",NEGATIVE,NEGATIVE,high,"Despite loving Panera, the reviewer is clearly frustrated and upset that the gift card failed, leaving her granddaughter to pay and wasting her $25.",anger,joy,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 6, 'sadness': 0, 'surprise': 3, 'trust': 2}",
145903,3,I won't purchase any more gift cards.,This was a gift.  One of the cards was not activated and couldn't be used.,NEUTRAL,NEGATIVE,high,"The reviewer reports a defective gift card that couldn't be used and vows never to buy gift cards again, clearly expressing frustration and dissatisfaction.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 0}",
61348,1,Holiday message not included but it was on my order invoice,Did not come with my holiday message printed on it.<br /><br />Items Ordered Price<br />1 of: Amazon.com Gift Card with Greeting Card - $15  (Christmas Tree design) [Paper Gift Certificate]<br />Condition: New<br />Sold by: Amazon.com LLC<br />$15.00<br />- 1 item(s) Gift options:<br />- Gift-wrap: None<br />- Gift note: Merry Christmas From: Jason,NEGATIVE,NEGATIVE,medium,"The reviewer reports that the expected holiday message was not printed on the gift card, expressing disappointment in a factual, understated complaint.",sadness,joy,"{'anger': 1, 'anticipation': 8, 'disgust': 1, 'fear': 0, 'joy': 9, 'sadness': 0, 'surprise': 7, 'trust': 1}",
61765,5,Convenient,They were given to the workers at a nonprofit for Christmas.,POSITIVE,NEUTRAL,low,"The review is a brief factual statement about giving items to workers, with no clear positive or negative tone.",trust,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
113069,5,Convenience,Easy,POSITIVE,POSITIVE,low,"The brief words 'Easy' and 'Convenience' convey a favorable, satisfied impression, though the extreme brevity limits certainty.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
6263,5,Cute Box,Very cute gift box.,POSITIVE,POSITIVE,high,"The reviewer expresses clear delight with the word 'cute', indicating a positive and joyful reaction to the gift box.",joy,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
128122,3,Can’t be used online,Can’t be used online such at AE. You have go into store. Never bought if knew this.,NEUTRAL,NEGATIVE,high,"The reviewer is clearly frustrated and regretful that the product cannot be used online, stating they would not have bought it if they had known.",anger,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
130367,3,Descret shipping cane in a brown box in another brown ...,Descret shipping cane in a brown box in another brown box. Fast shipping also got less then a week. Smaller then expected. Hard to handle. Feels realistic. Came with everything.,NEUTRAL,NEUTRAL,medium,"The review balances positive points like fast shipping and realistic feel with negatives like smaller than expected and hard to handle, resulting in a factual, mixed assessment.",trust,anger,"{'anger': 2, 'anticipation': 1, 'disgust': 0, 'fear': 2, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
132231,3,I was finely able to reload and I got my ...,"I was finely able to reload and I got my balance quickly, however in the past it was a lot easier to reload.",NEUTRAL,POSITIVE,medium,"The reviewer expresses satisfaction at successfully reloading and getting balance quickly, with only a minor backward-looking complaint that doesn't override the positive outcome.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
91257,1,Disappointing for Father’s Day,I used the gift option with a whole paragraph typed out for Father’s Day & just recently found out it was literally just the card with No note nor any of the names in or on the box from his grandchildren! Very Disappointing & will not be purchasing a gift card from Amazon again.,NEGATIVE,NEGATIVE,high,"The reviewer explicitly expresses disappointment about the missing personalized note and names, and vows not to purchase again, making the overall tone clearly negative.",sadness,joy,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 4, 'sadness': 2, 'surprise': 2, 'trust': 4}",
148003,1,Tricky part is withdrawal of fund,"It's easy to relaod, But impossible to withdraw....",NEGATIVE,NEGATIVE,high,"The review praises easy reloading but strongly criticizes the impossibility of withdrawing funds, making the overall tone clearly negative and frustrated.",anger,sadness,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 2, 'surprise': 0, 'trust': 0}",
36565,1,I expected better,The gift card had a big tear on the back side. It was like that enclosed in a plastic wrap. Very embarrassing since I only saw it shortly before having to give out the gift card.,NEGATIVE,NEGATIVE,high,"The reviewer is clearly dissatisfied and embarrassed by receiving a damaged gift card, expressing disappointment with the product quality.",anger,anticipation,"{'anger': 0, 'anticipation': 4, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 0}",
24310,3,ok,ok,NEUTRAL,NEUTRAL,low,"The review is extremely brief and neutral, with no clear positive or negative tone, so the best-fitting emotion is a mild, non-committal acceptance.",trust,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
114058,5,The perfect Amazon,The perfect Amazon,POSITIVE,POSITIVE,high,The phrase 'perfect' clearly expresses strong satisfaction and delight.,joy,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 0, 'trust': 2}",
98652,3,Damaged,"Pretty disappointed, the box came totally beat up. I'm a little embarrassed to give it as a wedding present so I'll probably end up taking it out of the box which was the whole point of ordering this. I'm glad I didn't pay extra for the box but I expected more.",NEUTRAL,NEGATIVE,high,"The reviewer expresses clear disappointment and embarrassment about the damaged box, making the overall sentiment negative with sadness as the dominant emotion.",sadness,anticipation,"{'anger': 1, 'anticipation': 5, 'disgust': 1, 'fear': 0, 'joy': 4, 'sadness': 1, 'surprise': 1, 'trust': 3}",
148152,1,Watch what it's used for,These cards were used to scam money from my Credit Union Account!,NEGATIVE,NEGATIVE,high,"The reviewer reports being scammed and losing money, clearly expressing dissatisfaction and frustration.",anger,trust,"{'anger': 1, 'anticipation': 2, 'disgust': 0, 'fear': 1, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 3}",
137057,5,Five Stars,Amazon is the best!,POSITIVE,POSITIVE,high,"The review expresses strong enthusiasm and satisfaction with Amazon, clearly positive in tone.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
15416,5,Five Stars,glad this is now an option,POSITIVE,POSITIVE,high,"The reviewer expresses satisfaction and relief that the product is now available, with the title 'Five Stars' reinforcing a clearly positive sentiment.",joy,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 0, 'trust': 0}",
69855,1,Cards send without activation,"The cards are probably great, but they were sent to me WITHOUT being activated!!  This was especially troublesome as I gave them as a gift and the beneficiary didn't find out they were not activated until they got to the cash register and the cards were denied.",NEGATIVE,NEGATIVE,high,"The reviewer is clearly frustrated and upset that the gift cards arrived unactivated, causing public embarrassment and denial at checkout.",anger,anger,"{'anger': 2, 'anticipation': 2, 'disgust': 0, 'fear': 2, 'joy': 2, 'sadness': 1, 'surprise': 1, 'trust': 1}",
24753,5,Great gift item,Great gift item,POSITIVE,POSITIVE,high,"The review explicitly praises the item as 'great,' expressing clear satisfaction and positive sentiment.",joy,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 0}",
25335,1,gift,gift card was not included. Refund is supposed to be issued,NEGATIVE,NEGATIVE,medium,"The reviewer reports the gift card was missing and only a refund is expected, indicating clear dissatisfaction with the purchase.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 0}",
82547,5,Excellent!,Excellent!,POSITIVE,POSITIVE,high,The reviewer explicitly expresses strong satisfaction with the word 'Excellent!'.,joy,joy,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 0, 'trust': 2}",
133196,3,It’s a gift card,Not much to review here,NEUTRAL,NEUTRAL,high,"The review is a matter-of-fact statement that there is little to review, expressing no strong positive or negative feeling.",trust,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
42553,1,clickbait scam,clickbait scam,NEGATIVE,NEGATIVE,high,"The review explicitly calls the product a 'clickbait scam', clearly expressing strong dissatisfaction and frustration.",anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
121903,5,nice,nice,POSITIVE,POSITIVE,low,"The word 'nice' is a brief but clearly favorable assessment, indicating satisfaction.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
111647,1,Doesn't work,Doesn't work at walmart's or target or gas station. Never agian,NEGATIVE,NEGATIVE,high,"The reviewer clearly expresses frustration and dissatisfaction that the product failed at multiple locations, vowing never again.",anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
134956,1,I was very disappointed because I did not know it would cost so ...,I was very disappointed because I did not know it would cost so much to get them programmed. $80.00 for both of them. Needless to say they are sitting in a drawer.,NEGATIVE,NEGATIVE,high,"The reviewer explicitly expresses disappointment about unexpected programming costs and leaves the items unused, indicating clear dissatisfaction.",sadness,anger,"{'anger': 2, 'anticipation': 0, 'disgust': 2, 'fear': 0, 'joy': 0, 'sadness': 2, 'surprise': 0, 'trust': 0}",
51207,1,Never got my bonus,I was told that if I loaded $100 onto the car they reload it with an extra 10 or 20 I’m not sure what it was but it was until after I already loaded the card that it said must be a first time customer that should I put in a bright print in the beginning I would never loaded the car with my frozen anything for you guys use my card like I always do,NEGATIVE,NEGATIVE,high,"The reviewer is upset about being misled into loading money onto a card without receiving the promised bonus, expressing frustration and distrust.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
60684,5,Five Stars,"Very easy to get, nice way to use a prepaid card that I got as a rebate.",POSITIVE,POSITIVE,high,"The reviewer expresses clear satisfaction and approval, calling the card easy to get and a nice way to use a rebate.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
33464,1,Easy to load,I have reloaded my card twice and the second time I never got the $10 credit for reloading my card.....<br />Cannot purchase gift cards,NEGATIVE,NEGATIVE,medium,"The body outweighs the positive title, focusing on a missing $10 credit and inability to purchase gift cards, expressing clear frustration.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",
136466,1,I need help?!?,I ordered 2 gift cards at the same time but they didn't mark which one for $50 and which one for $25,NEGATIVE,NEGATIVE,medium,"The reviewer is frustrated and seeking help because the gift cards were not labeled clearly, indicating dissatisfaction with the order.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
64837,1,This is a scam,Bought 4 gift cards and they say 0 value. Wtf,NEGATIVE,NEGATIVE,high,The reviewer calls the product a scam and expresses frustration with expletive-laden disbelief after receiving gift cards with zero value.,anger,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
81231,3,Beware you may not get the design you ordered.,"If it’s important to you to receive a particular design (i.e. nativity scene) you need to state that you do not want a substitution. Otherwise, they’ll send whatever they want. Kudos to Amazon though for at least refunding my money after sending me a design I didn’t want for a Christmas gift.",NEUTRAL,NEGATIVE,medium,"The reviewer warns others about receiving an unwanted design substitution and expresses clear dissatisfaction, despite acknowledging Amazon's refund.",anger,anticipation,"{'anger': 1, 'anticipation': 3, 'disgust': 0, 'fear': 1, 'joy': 3, 'sadness': 0, 'surprise': 2, 'trust': 2}",
138797,5,I like when the picture on the front of the gift ...,I like when the picture on the front of the gift card matches the picture on the front of the greeting card.,POSITIVE,POSITIVE,medium,"The reviewer expresses satisfaction with a matching picture feature, indicating a positive and pleased tone.",joy,surprise,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 3, 'trust': 0}",
39672,3,The reason for three stars is simply because it was ...,"The reason for three stars is simply because it was a promotion to order this card on the Echo, and receive a discount on my next order, and it turned out to be nothing but trouble to even try and get the discount to work.",NEUTRAL,NEGATIVE,medium,"The reviewer expresses clear frustration that the promotional discount was troublesome and did not work as expected, making the overall tone negative.",anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
121289,3,Reload,"If I want to buy something,the money is there.Very convenient.",NEUTRAL,POSITIVE,high,"The reviewer expresses satisfaction with the convenience of having money readily available, indicating a positive sentiment and trust in the product.",trust,anger,"{'anger': 1, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",
86396,1,Buyer Beware.,Purchased this for my parents as part of a Christmas gift last year. Mom told me just recently that when they wanted to use it they discovered it had never been activated. I will not purchase any of these gift cards online again.,NEGATIVE,NEGATIVE,high,"The reviewer warns others and vows not to buy online gift cards again after discovering the card was never activated, expressing clear frustration and dissatisfaction.",anger,anticipation,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 1, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 0}",
126366,5,Excellent,Excellent gift for a graduate.<br />Thank-you Amazon<br />Essani,POSITIVE,POSITIVE,high,"The reviewer explicitly calls the gift 'Excellent' and expresses gratitude, clearly indicating satisfaction and happiness.",joy,joy,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 1, 'trust': 2}",
148000,1,Card had no balance upon receipt!!  Embarrassing! N,Card did not have a balance when received.  Birthday recepient went to use and was embarrassed.  Don’t buy this specific card from here.  You may get one with no balance and if you call to get a replacement you will be told you need to use within one day.  Had to get a refund but damage was done.,NEGATIVE,NEGATIVE,high,"The reviewer is clearly upset and frustrated that the gift card had no balance, causing embarrassment and leading to a strong warning against purchase.",anger,anger,"{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 0, 'joy': 1, 'sadness': 1, 'surprise': 1, 'trust': 1}",
126687,1,DO NOT BUY,Do not buy gift cards from Amazon! This gift card got hacked and it is the biggest hassle trying to get the money back!!!!,NEGATIVE,NEGATIVE,high,"The reviewer is furious about a hacked gift card and the hassle of recovering the money, explicitly warning others not to buy.",anger,anticipation,"{'anger': 1, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 3, 'trust': 1}",
106500,1,Came damaged,"I ordered two of these adorable gift cards for two of my children for Easter.  One came perfect and the egg expanded and revealed the chick with gift card and it was so cute.  The other came folded, crushed and when you pulled the egg to display the gift card the top of the egg came off and even the gift card was bent.  I know the card still works but the whole idea was the cute egg and I had to choose a child to get a crushed, mangled gift card while the other child got a cute easter egg that opened to reveal a gift card.  Possibly should work on shipping these in a sturdy envelope or box rather than a thin bag where the card can get damaged.",NEGATIVE,NEGATIVE,high,"The reviewer is clearly disappointed that one of the two gift cards arrived damaged, ruining the intended cute Easter surprise for one child.",sadness,anticipation,"{'anger': 2, 'anticipation': 10, 'disgust': 2, 'fear': 2, 'joy': 10, 'sadness': 2, 'surprise': 6, 'trust': 2}",
95228,2,I'm glad I did not give this card away as a ...,"I'm glad I did not give this card away as a gift because I would be embarrassed to find out that it did not work for the recipient when it was supposed to. I've called the phone number on the back of the card and it is activated and contains the appropriate balance. The card, however, did not read and was neither &#34;accepted or declined&#34;, as the manager was telling me this.<br /><br />I've gone to the company that operates the card and it referenced that any redemption issues should notify the retailer that issued the card. So now I wait to find out how I can use my card with a balance but cannot be read and processed.",NEGATIVE,NEGATIVE,high,"The reviewer is clearly frustrated and dissatisfied because the gift card has a balance but cannot be read or processed, leaving them stuck waiting for a resolution.",anger,anticipation,"{'anger': 0, 'anticipation': 5, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 1, 'trust': 0}",
55148,1,Gift card was NOT sent,"I bought what I thought was a $15 gift card but only received the flower card holder, and of course all I can do is write a review. Everything keeps telling me no returns on this item",NEGATIVE,NEGATIVE,high,The reviewer clearly expresses frustration and dissatisfaction about not receiving the gift card and being unable to return the item.,anger,anticipation,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 0}",
136434,3,Everything OK,no problems,NEUTRAL,POSITIVE,medium,"The review reports no problems and says everything is OK, indicating mild satisfaction and confidence in the product.",trust,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
108082,3,split decision.,"Just an FYI, I ordered 2 gift cards. One was received in pristine condition. The other was not wrapped in plastic, crinkled and a little torn.  Disappointed. Not the best gift presentation.",NEUTRAL,NEGATIVE,medium,"Although one gift card arrived fine, the damaged condition of the other and the explicit disappointment make the overall tone negative.",sadness,anticipation,"{'anger': 1, 'anticipation': 2, 'disgust': 1, 'fear': 0, 'joy': 2, 'sadness': 1, 'surprise': 2, 'trust': 0}",
144607,1,Scam !!!!!DON'T BUY,when I activated the card today someone had already used it and used all 100 dollars to send it to someone else paypal. I called the mastercard customer service and they are investigating it.,NEGATIVE,NEGATIVE,high,"The reviewer is furious that the card was drained before use, calling it a scam and warning others not to buy.",anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
138028,3,$10 promotion,"I love Amazon, and order from here all the time.  I was offered a $10 promotion if I purchased at least $50 in gift cards, but I have yet to receive the promotional code to use.",NEUTRAL,NEGATIVE,medium,"Despite expressing general love for Amazon, the review's main point is a complaint about not receiving the promised promotional code, making the overall tone negative.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 1, 'trust': 0}",
112453,3,Mangled tin!,The tin was so mangled I could not bend it back into shape to completely close.  I had to apologize to the recipient that it looked used!,NEUTRAL,NEGATIVE,high,"The reviewer is clearly frustrated and upset that the tin arrived mangled and looked used, forcing them to apologize to the recipient.",anger,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 1, 'surprise': 0, 'trust': 1}",
33148,5,Covenient,My grand children love these!,POSITIVE,POSITIVE,high,"The reviewer expresses clear delight that their grandchildren love the product, indicating strong positive sentiment and joy.",joy,joy,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 0, 'trust': 0}",
83867,3,Kid,Cute package,NEUTRAL,POSITIVE,low,"The brief phrase 'Cute package' expresses a favorable, pleased reaction, though the review is too short for strong certainty.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
85832,5,Amazon is a drug loll,Like a little bank account just there for you.  Good to set a spending limit for crazy shoppers like me.  Lol,POSITIVE,POSITIVE,high,"The reviewer affectionately compares Amazon to a handy bank account and laughs about setting spending limits, clearly expressing enjoyment and satisfaction.",joy,trust,"{'anger': 1, 'anticipation': 1, 'disgust': 0, 'fear': 1, 'joy': 1, 'sadness': 1, 'surprise': 1, 'trust': 3}",
63322,1,Not received per tracking,Recipient has not received gift cards per tracking,NEGATIVE,NEGATIVE,medium,"The reviewer reports that the gift cards were not received despite tracking, indicating frustration and dissatisfaction with the delivery.",anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
147866,1,"Bought this for my daughter, but Spotify wouldn't accept ...","Bought this for my daughter, but Spotify wouldn't accept it because she's on a &#34;student&#34; plan.  Since when is $60 not worth $60?  DO NOT BUY this for your student.",NEGATIVE,NEGATIVE,high,"The reviewer is frustrated and angry that the gift card was rejected for a student plan, and explicitly warns others not to buy it.",anger,joy,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 0, 'trust': 0}",
8935,1,Card was no good thank a lot,You never active it so I have  someone a gift that wasn’t any good. Do you have any idea how embarrassing that was,NEGATIVE,NEGATIVE,high,"The reviewer is clearly upset and sarcastically thanks the company for giving a gift card that didn't work, causing embarrassment.",anger,anticipation,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 3, 'trust': 2}",
75459,1,reloading gift card,It now shows that the balance on my gift card is ZERO!!!  Does not show that I transferred $100 to it (plus the $10 for reloading).  Crap!!!,NEGATIVE,NEGATIVE,high,The reviewer is clearly frustrated and angry that their reloaded gift card shows a zero balance despite transferring $100.,anger,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 1, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 1}",
133832,1,Deceptive,Only applied to the first $100. Was presented as a one-time offer and presented $100-$500 dollar options in $100 increments. Was not possible to reverse the extra $400 I spent. Problem was resolved via credit to my account. I had to leave a bad review because it was a waste of my time. I'll eventually use up the credits I bought.,NEGATIVE,NEGATIVE,high,"The reviewer feels deceived and frustrated by a misleading offer that wasted their time, despite the eventual credit resolution.",anger,sadness,"{'anger': 1, 'anticipation': 2, 'disgust': 2, 'fear': 2, 'joy': 0, 'sadness': 3, 'surprise': 1, 'trust': 2}",
98577,3,Cute but tin was dented,The tin is adorable but sadly the lid was dented right down the middle. I doubt the birthday girl noticed though.,NEUTRAL,NEGATIVE,medium,"The reviewer likes the tin's appearance but is disappointed by the dent, making the defect the dominant concern.",sadness,joy,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 1, 'joy': 2, 'sadness': 2, 'surprise': 1, 'trust': 1}",
151303,5,I like Amazon re-load,I like Amazon re-load. I like that its not hard to use.,POSITIVE,POSITIVE,high,"The reviewer explicitly states liking the product and finds it easy to use, expressing clear satisfaction.",joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
136942,5,Perfect Gift,Always good when you don't know what to send.,POSITIVE,POSITIVE,high,"The reviewer expresses clear satisfaction and approval, calling it a perfect gift and saying it's always a good choice.",joy,anticipation,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 2, 'trust': 2}",
14334,3,Discrete,Serves it’s purpose,NEUTRAL,POSITIVE,medium,"The reviewer states the product serves its purpose, indicating mild satisfaction and confidence in its functionality.",trust,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
123150,1,Be aware.,Once you add money to these cards you can only use them for Amazon purchase you can’t get a refund at all.,NEGATIVE,NEGATIVE,high,"The reviewer warns others about the card's non-refundable restriction, expressing clear frustration and dissatisfaction.",anger,anger,"{'anger': 1, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",
77784,3,gift card,"a little disappointed as I received an email indicating that I would get $10 when I purchased this gift card, once purchased though, I was told I was not eligible",NEUTRAL,NEGATIVE,high,"The reviewer clearly expresses disappointment about being denied the promised $10, indicating a negative experience.",sadness,anticipation,"{'anger': 1, 'anticipation': 2, 'disgust': 1, 'fear': 0, 'joy': 2, 'sadness': 1, 'surprise': 2, 'trust': 0}",
14011,5,Cute way to give a card but would love a way to display!,Such a cute way to give a gift card!  Not a lot of room to write on the card area but still super cute!  Too bad it doesn’t have a little “stand” on the back to display the flower pot!,POSITIVE,POSITIVE,medium,"The reviewer clearly loves the cute gift card design and calls it 'super cute,' with only minor complaints about writing space and lack of a display stand.",joy,joy,"{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'joy': 2, 'sadness': 1, 'surprise': 1, 'trust': 0}",
