rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,ground_truth,_eval_key
1,Buyer Beware.,Purchased this for my parents as part of a Christmas gift last year. Mom told me just recently that when they wanted to use it they discovered it had never been activated. I will not purchase any of these gift cards online again.,[],B00BXLU87U,B00BXLU87U,AGG5EO7EDKIY2XQFAJTFIHI6XA2A,1565551471205,0,True,NEGATIVE,86396
5,Excellent,Excellent gift for a graduate.<br />Thank-you Amazon<br />Essani,[],B005ESMHN6,B005ESMHN6,AE2AVDXTWPUY5AIZ7R3XNL6DVR2A,1466308640000,0,True,POSITIVE,126366
1,Card had no balance upon receipt!!  Embarrassing! N,Card did not have a balance when received.  Birthday recepient went to use and was embarrassed.  Don’t buy this specific card from here.  You may get one with no balance and if you call to get a replacement you will be told you need to use within one day.  Had to get a refund but damage was done.,[],B00BXLUXYS,B00BXLUX0C,AGWMWQLAIQ2INWT66ESMKD5KZPCQ,1520749001891,1,False,NEGATIVE,148000
1,DO NOT BUY,Do not buy gift cards from Amazon! This gift card got hacked and it is the biggest hassle trying to get the money back!!!!,[],B01B25LC7Q,B01B3DYSF0,AFWUE3BIWSBVRPCKKGDCWKWWUOXQ,1497882704503,0,False,NEGATIVE,126687
1,Came damaged,"I ordered two of these adorable gift cards for two of my children for Easter.  One came perfect and the egg expanded and revealed the chick with gift card and it was so cute.  The other came folded, crushed and when you pulled the egg to display the gift card the top of the egg came off and even the gift card was bent.  I know the card still works but the whole idea was the cute egg and I had to choose a child to get a crushed, mangled gift card while the other child got a cute easter egg that opened to reveal a gift card.  Possibly should work on shipping these in a sturdy envelope or box rather than a thin bag where the card can get damaged.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71S8VX9+uuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71S8VX9+uuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71S8VX9+uuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81QhBVE5hGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81QhBVE5hGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81QhBVE5hGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08621FWD3,B0BT85F69N,AFDMHUHTDPYZGJQMIJ6M3RUPVIPA,1650290718150,0,True,NEGATIVE,106500
2,I'm glad I did not give this card away as a ...,"I'm glad I did not give this card away as a gift because I would be embarrassed to find out that it did not work for the recipient when it was supposed to. I've called the phone number on the back of the card and it is activated and contains the appropriate balance. The card, however, did not read and was neither &#34;accepted or declined&#34;, as the manager was telling me this.<br /><br />I've gone to the company that operates the card and it referenced that any redemption issues should notify the retailer that issued the card. So now I wait to find out how I can use my card with a balance but cannot be read and processed.",[],B00JJ59UA8,B00JJ59RZQ,AFGI6AD577EQXY4RFDYT3RJRSMCA,1437411112000,8,True,NEGATIVE,95228
1,Gift card was NOT sent,"I bought what I thought was a $15 gift card but only received the flower card holder, and of course all I can do is write a review. Everything keeps telling me no returns on this item",[],B01IE42ST4,B0BT85F69N,AG4JEGY5DLXLFYT5ENGUNXFCC57Q,1654029448794,0,True,NEGATIVE,55148
3,Everything OK,no problems,[],B0091JL1I6,B077N4CNVJ,AHASC36TVWSSPBZSJSCMEO3HO5OA,1488213690000,0,True,NEUTRAL,136434
3,split decision.,"Just an FYI, I ordered 2 gift cards. One was received in pristine condition. The other was not wrapped in plastic, crinkled and a little torn.  Disappointed. Not the best gift presentation.",[],B01E4QR1HK,B018F4M89S,AGR6MWEKQXIMH53KBFV5CLNROBEQ,1571088814975,0,True,NEUTRAL,108082
1,Scam !!!!!DON'T BUY,when I activated the card today someone had already used it and used all 100 dollars to send it to someone else paypal. I called the mastercard customer service and they are investigating it.,[],B07GH7JZ91,B07GH7JZ91,AETUIAI4ZFYAHIEKDI5MJYQYO36A,1627255593401,2,True,NEGATIVE,144607
3,$10 promotion,"I love Amazon, and order from here all the time.  I was offered a $10 promotion if I purchased at least $50 in gift cards, but I have yet to receive the promotional code to use.",[],B001H53QDK,B001H53QDK,AFBP3JY5GSR2JR666JILF65X2VVQ,1383138397000,2,True,NEUTRAL,138028
3,Mangled tin!,The tin was so mangled I could not bend it back into shape to completely close.  I had to apologize to the recipient that it looked used!,[],B01C9MW8Z6,B00JFBLZ90,AH7A3RTE4H7MFRRPGGJWOEMYGXOQ,1582741659681,0,True,NEUTRAL,112453
5,Covenient,My grand children love these!,[],B0725JBZT1,B018Y7OGRI,AHLQM7F2ZHMPXGV3VZN77R5ZLB3A,1673638136439,0,True,POSITIVE,33148
3,Kid,Cute package,[],B071VCQJ24,B018F4M89S,AGNPCVYICUFN5SRTNGUHLR2MTJKA,1545507718849,0,True,NEUTRAL,83867
5,Amazon is a drug loll,Like a little bank account just there for you.  Good to set a spending limit for crazy shoppers like me.  Lol,[],B00IX1I3G6,B00IX1I3G6,AF4SIFDXCS7X53PBNY7WIE2E3XVQ,1571030858862,0,True,POSITIVE,85832
1,Not received per tracking,Recipient has not received gift cards per tracking,[],B01MSBQB1P,B01MSBQB1P,AFSVVLJIKRDEBHGVFVV65IAS7I5Q,1576862731102,1,True,NEGATIVE,63322
1,"Bought this for my daughter, but Spotify wouldn't accept ...","Bought this for my daughter, but Spotify wouldn't accept it because she's on a &#34;student&#34; plan.  Since when is $60 not worth $60?  DO NOT BUY this for your student.",[],B07676649S,B00G3LBCO8,AGCTOJOAI7WEIHROXUMXS6NZRSOA,1515590939052,3,True,NEGATIVE,147866
1,Card was no good thank a lot,You never active it so I have  someone a gift that wasn’t any good. Do you have any idea how embarrassing that was,[],B00OOKDO4Q,B00OOKDO4Q,AHT3FT6QE77AGL62QZLXSRZJAYSA,1579662340503,0,True,NEGATIVE,8935
1,reloading gift card,It now shows that the balance on my gift card is ZERO!!!  Does not show that I transferred $100 to it (plus the $10 for reloading).  Crap!!!,[],B00IX1I3G6,B00IX1I3G6,AFGCMQO5KBNLIWC2W3GBMREPURGQ,1578540852878,0,True,NEGATIVE,75459
1,Deceptive,Only applied to the first $100. Was presented as a one-time offer and presented $100-$500 dollar options in $100 increments. Was not possible to reverse the extra $400 I spent. Problem was resolved via credit to my account. I had to leave a bad review because it was a waste of my time. I'll eventually use up the credits I bought.,[],B00IX1I3G6,B00IX1I3G6,AER6Z2CCMLAJGG2E6KEW4XVTHIDQ,1482542779000,2,True,NEGATIVE,133832
3,Cute but tin was dented,The tin is adorable but sadly the lid was dented right down the middle. I doubt the birthday girl noticed though.,[],B01C9MW8Z6,B00JFBLZ90,AFGN5XUFAFHM332S7CUY3562LT7Q,1525146090500,0,True,NEUTRAL,98577
5,I like Amazon re-load,I like Amazon re-load. I like that its not hard to use.,[],B086KKT3RX,B086KKT3RX,AEPWHTXYN7ATNTEM6JEH34LKKGPQ,1639616437380,0,True,POSITIVE,151303
5,Perfect Gift,Always good when you don't know what to send.,[],B01LXGGQXW,B078GWV31Z,AHLFQICIG76UVB3CBILLTXFK2NTQ,1641765754907,0,True,POSITIVE,136942
3,Discrete,Serves it’s purpose,[],B071VCQJ24,B018F4M89S,AHNUNFCE65SD6N7FE7LR7GS2Z4WQ,1580525773459,0,True,NEUTRAL,14334
1,Be aware.,Once you add money to these cards you can only use them for Amazon purchase you can’t get a refund at all.,[],B086KKT3RX,B086KKT3RX,AEBC4FR4L6UGEK7BZRZP4Q5HKFTQ,1673633637071,0,True,NEGATIVE,123150
3,gift card,"a little disappointed as I received an email indicating that I would get $10 when I purchased this gift card, once purchased though, I was told I was not eligible",[],B01C9MW8Z6,B00JFBLZ90,AHS2K4LP5B37ZIWXOCQMMVKJ3Z6A,1597428783839,5,True,NEUTRAL,77784
5,Cute way to give a card but would love a way to display!,Such a cute way to give a gift card!  Not a lot of room to write on the card area but still super cute!  Too bad it doesn’t have a little “stand” on the back to display the flower pot!,[],B01IE42ST4,B0BT85F69N,AHETCMTEXZWL3CPRESIG3BBORCMQ,1613416152607,1,True,POSITIVE,14011
1,Terrible,"As a long time Amazon.com customer, a gift card seemed like a good purchase. I am just trying to purchase a card to have e-mailed. I basically wanted to convert a Visa debit gift card into an Amazon.com gift card. I put the amount of the card in, the number and expiration date. Amazon accepted it as payment, but after hours of not receiving a confirmation e-mail I checked the site to see what was going on. The site claimed they could not confirm the payment, yet they had already taken money off the Visa gift card. I contacted customer service who told me a Visa gift card is not the best way to purchase an Amazon gift card and they would refund the money to the Visa gift card. I then put in another order using my Amazon.com credit card. A card I have used thousands of times before and never had a problem. This time, I received the same message I got when using the Visa gift card. I contacted Customer Service again. The first person I spoke to told me I had a ""Block"" on the account. She could not tell me why that was there, and she informed me she could remove it immediately. This claim brought me some concern so I asked to speak with her manager to find out the reason  a ""Block"" had been placed. The manager claimed there was no ""Block"" on the card and the sale should have gone through fine. So, I again went back and checked on the sale. Again there was a message that it could not be paid using the payment option I had selected. I called back again and told them to cancel the sale. This is extremely disappointing to me, as I have felt for quite some time that Amazon was one of the last customer service oriented sellers around. I guess they too have been pushed to the ""Make money, screw the customer"" attitude this country has been forced into with our economic situation. A trusted company has gone down the drains. I hope to see you come back to your original ideals some day Amazon.",[],B001GXRQW0,B001GXRQW0,AFYJ4Z6LJNFRL6USN7VII44NMYKQ,1231183475000,24,False,NEGATIVE,45527
5,The way it looks!!,"I wanted a gift card for my cousins daughter for graduating High School, and becoming a EMT, and getting a job at same time! This gift card was in a smart looking black box with a bow on it instead of looking like every gift card you can buy. It looked special to receive instead of the usual ones you find. Highly recommended!!!",[],B072BQ7XSH,B072BQ7XSH,AFAVLVY2MX7WFS4UIC2CHH2MTQHA,1572032472554,0,True,POSITIVE,86304
3,Not happy,Not of much use,[],B00IX1I3G6,B00IX1I3G6,AGHQBMEV3PWFXXAOXNFSXER6J5BQ,1597697589366,0,True,NEUTRAL,105305
3,Love convenice hate that I have to enter my credit ...,Love convenice hate that I have to enter my credit card number every time even if it's already on file!,[],B00IX1I3G6,B00IX1I3G6,AHQKDF3E54PPOATMTFTQGKN55GZQ,1441927760000,1,True,NEUTRAL,100907
5,"Charged my credit card, went onto the gift card, got my $10 bonus","Took a few minutes online. It's a card, so easy to gift. Reloading doesn't come in a package, so . . .",[],B00IX1I3G6,B00IX1I3G6,AHHOBD25QZI4SFUEZTNFK6GIEOBA,1615002886899,0,True,POSITIVE,48743
5,Clever presentation,I was so surprised to see the clever way the gift card was packaged!  So was the recipient!,[],B0091JKY0M,B0091JKY0M,AEX5J6RYANCR5QSSIH2VFFRE7A4Q,1453489398000,0,True,POSITIVE,73247
2,Hard to use,Hard to use,[],B07HJHK8Y5,B07HJHK8Y5,AHT5HGKME4UPT44UE6UTYK375JXA,1646429849893,0,True,NEGATIVE,80014
5,Who doesn't like gift cards,It is what it says it is and it works like it says it will.,[],B07SW1W8SD,B071X4ZX3X,AHHXBOCRUV6T4U45QWQUNXQWXGSA,1577630809433,0,True,POSITIVE,73103
5,Five Stars,muy bueno,[],B00IX1I3G6,B00IX1I3G6,AG3WCGHA4DJ4EVC3LJGLIZLFW45Q,1424900714000,0,True,POSITIVE,133028
1,beware of use for gift card,Bought it for magazines on kindle and found out can not use it for that you should be told it has limited uses,[],B005ISQ69I,BT00CTOUNS,AHKJI6NSQT7FVDBSCYW4CC3RLYEA,1389273201000,12,True,NEGATIVE,126133
1,Not activated scam!!,Horrible card not activated. Had to sit on hold still not resolved. Amazon acted as if they didn’t know what I was talking about. Smh,[],B07GH7JZ91,B07GH7JZ91,AGRG7OLCZGQLCOLAE53SZND2UDNQ,1618622779262,3,False,NEGATIVE,144554
3,dont uderstand,why would i reload if i get no perks for doing so,[],B00IX1I3G6,B00IX1I3G6,AFC6XF4WGLRNX3JHTXWOSX3JKD4Q,1588871125178,0,True,NEUTRAL,33494
5,As advertised,Was a gift but it came quickly and as advertised.,[],B005ESMJPM,B005ESMJPM,AH2ERUXMUQSBCENAYN7I6VD7DEKA,1546266196311,4,True,POSITIVE,119312
5,"Nice packaging, easy to use","The box that this card comes in is pretty cool. Also, Amazon gift cards never expire and are super easy to use!",[],B0080IR6RY,B077N4CNVJ,AE6ZXG5GRKOQRLJJ7UYIG7ZCZ64A,1371999180000,0,True,POSITIVE,59339
